EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS Carbon                                                             
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  6, 12);   avgA =  12.000; amuM= 12.002; avgM= 11.180
 targ= ordina; ttarg(rl)=0.00601; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1

  10.540  6.783  1.27    1.49   -7.34    1.29    0.00   -6.06  0.882
   8.611  0.351  3.23    1.75   -9.23    1.51    0.00   -7.72 5.818E+03

  10.540  7.010  1.34    1.38   -7.00    1.19    0.00   -5.81  0.881
   8.506  0.351  3.36    1.62   -8.82    1.39    0.00   -7.43 4.827E+03

  10.540  7.247  1.41    1.28   -6.63    1.09    0.00   -5.54  0.879
   8.394  0.351  3.49    1.50   -8.39    1.28    0.00   -7.11 3.996E+03

  10.540  7.496  1.49    1.18   -6.28    1.00    0.00   -5.28  0.877
   8.276  0.351  3.64    1.39   -7.98    1.18    0.00   -6.80 3.302E+03

  10.540  7.757  1.57    1.10   -5.92    0.92    0.00   -5.00  0.874
   8.152  0.351  3.79    1.29   -7.56    1.08    0.00   -6.48 2.724E+03

  10.540  8.032  1.66    1.02   -5.56    0.84    0.00   -4.71  0.871
   8.020  0.351  3.95    1.20   -7.14    1.00    0.00   -6.14 2.243E+03

  10.540  8.321  1.75    0.94   -5.22    0.77    0.00   -4.45  0.867
   7.882  0.351  4.12    1.11   -6.74    0.91    0.00   -5.83 1.843E+03

  10.540  8.627  1.84    0.88   -4.87    0.71    0.00   -4.16  0.863
   7.736  0.351  4.30    1.04   -6.33    0.84    0.00   -5.49 1.512E+03

  10.540  8.950  1.95    0.82   -4.52    0.65    0.00   -3.87  0.859
   7.582  0.351  4.49    0.97   -5.92    0.77    0.00   -5.15 1.238E+03

  10.540  9.292  2.05    0.77   -4.18    0.60    0.00   -3.58  0.854
   7.420  0.351  4.68    0.91   -5.52    0.71    0.00   -4.80 1.012E+03

  10.540  9.656  2.16    0.73   -3.83    0.56    0.00   -3.28  0.849
   7.249  0.351  4.89    0.86   -5.11    0.66    0.00   -4.45 8.249E+02

  10.540 10.043  2.28    0.69   -3.48    0.51    0.00   -2.97  0.844
   7.069  0.351  5.11    0.81   -4.69    0.61    0.00   -4.08 6.711E+02

  10.540 10.457  2.41    0.66   -3.11    0.48    0.00   -2.64  0.839
   6.878  0.350  5.34    0.78   -4.26    0.57    0.00   -3.69 5.447E+02

  10.540 10.901  2.54    0.64   -2.73    0.45    0.00   -2.28  0.834
   6.677  0.350  5.59    0.75   -3.81    0.53    0.00   -3.27 4.407E+02

  10.540 11.379  2.68    0.62   -2.32    0.42    0.00   -1.90  0.829
   6.465  0.350  5.85    0.73   -3.33    0.50    0.00   -2.82 3.553E+02

  10.540 11.895  2.83    0.61   -1.89    0.40    0.00   -1.49  0.824
   6.242  0.350  6.12    0.71   -2.82    0.48    0.00   -2.34 2.852E+02

  10.540 12.456  2.98    0.61   -1.42    0.38    0.00   -1.04  0.818
   6.006  0.350  6.41    0.71   -2.27    0.46    0.00   -1.81 2.279E+02

  10.540 13.068  3.14    0.62   -0.92    0.37    0.00   -0.55  0.814
   5.758  0.350  6.71    0.72   -1.68    0.45    0.00   -1.23 1.811E+02

  10.540 13.741  3.32    0.64   -0.38    0.37    0.00   -0.01  0.809
   5.496  0.350  7.03    0.74   -1.05    0.44    0.00   -0.60 1.431E+02

  10.540 14.484  3.50    0.67    0.20    0.37    0.00    0.58  0.804
   5.219  0.350  7.37    0.77   -0.35    0.45    0.00    0.09 1.123E+02

  10.540 15.314  3.69    0.72    0.84    0.38    0.00    1.22  0.801
   4.928  0.350  7.72    0.82    0.39    0.46    0.00    0.85 8.749E+01

  10.540 16.249  3.89    0.79    1.53    0.40    0.00    1.94  0.798
   4.620  0.350  8.10    0.90    1.22    0.49    0.00    1.70 6.762E+01

  10.540 17.314  4.10    0.88    2.29    0.44    0.00    2.73  0.795
   4.296  0.350  8.49    1.00    2.12    0.53    0.00    2.64 5.175E+01

  10.540 18.545  4.33    1.01    3.14    0.49    0.00    3.64  0.794
   3.954  0.350  8.91    1.15    3.12    0.59    0.00    3.72 3.917E+01

  10.540 19.994  4.57    1.19    4.11    0.58    0.00    4.69  0.793
   3.593  0.350  9.35    1.36    4.28    0.70    0.00    4.97 2.926E+01

  10.540 21.737  4.81    1.46    5.25    0.72    0.00    5.98  0.793
   3.212  0.350  9.82    1.67    5.64    0.87    0.00    6.51 2.150E+01

  10.540 23.895  5.08    1.88    6.64    0.97    0.00    7.61  0.795
   2.811  0.350 10.31    2.15    7.30    1.16    0.00    8.46 1.546E+01

  10.540 26.676  5.36    2.56    8.48    1.42    0.00    9.90  0.798
   2.387  0.350 10.82    2.96    9.49    1.71    0.00   11.20 1.081E+01

  10.540 30.469  5.65    3.82   11.14    2.38    0.00   13.51  0.801
   1.940  0.350 11.37    4.49   12.67    2.85    0.00   15.53 7.236E+00

  10.540 36.134  5.96    6.57   15.69    4.73    0.00   20.42  0.789
   1.469  0.350 11.95    7.93   18.13    5.68    0.00   23.81 4.519E+00

  10.540 46.095  6.29   14.59   26.38   12.33    0.00   38.72  0.745
   0.973  0.350 12.55   18.31   30.92   14.82    0.00   45.74 2.467E+00

  10.540 72.608  6.62   57.07   68.06   56.37    0.06  124.49  0.648
   0.448  0.350 13.20   76.34   79.73   67.61    0.08  147.42 9.458E-01

  10.540  5.941  1.03    2.22   -9.61    1.98    0.00   -7.63  0.900
   9.068  0.372  2.62    2.59  -11.84    2.30    0.00   -9.54 1.213E+04

  10.540  6.129  1.08    2.03   -9.34    1.81    0.00   -7.53  0.899
   8.987  0.372  2.71    2.38  -11.54    2.11    0.00   -9.43 1.023E+04

  10.540  6.325  1.14    1.86   -9.09    1.65    0.00   -7.44  0.899
   8.901  0.371  2.81    2.18  -11.24    1.93    0.00   -9.31 8.606E+03

  10.540  6.529  1.20    1.71   -8.76    1.51    0.00   -7.24  0.897
   8.811  0.371  2.92    2.01  -10.85    1.77    0.00   -9.08 7.204E+03

  10.540  6.742  1.27    1.58   -8.37    1.39    0.00   -6.98  0.896
   8.716  0.371  3.03    1.85  -10.41    1.62    0.00   -8.78 6.006E+03

  10.540  6.964  1.34    1.46   -8.02    1.27    0.00   -6.75  0.894
   8.616  0.371  3.15    1.71  -10.00    1.49    0.00   -8.51 4.992E+03

  10.540  7.197  1.41    1.34   -7.64    1.17    0.00   -6.47  0.891
   8.510  0.371  3.28    1.57   -9.55    1.37    0.00   -8.18 4.137E+03

  10.540  7.441  1.49    1.24   -7.30    1.07    0.00   -6.23  0.888
   8.399  0.371  3.41    1.46   -9.15    1.26    0.00   -7.90 3.422E+03

  10.540  7.696  1.57    1.15   -6.92    0.98    0.00   -5.93  0.885
   8.281  0.371  3.55    1.35   -8.71    1.15    0.00   -7.56 2.823E+03

  10.540  7.964  1.66    1.06   -6.56    0.90    0.00   -5.66  0.881
   8.157  0.371  3.69    1.25   -8.29    1.06    0.00   -7.23 2.325E+03

  10.540  8.246  1.75    0.98   -6.20    0.82    0.00   -5.38  0.877
   8.026  0.371  3.85    1.16   -7.87    0.97    0.00   -6.90 1.912E+03

  10.540  8.543  1.84    0.91   -5.87    0.75    0.00   -5.11  0.873
   7.888  0.371  4.01    1.07   -7.48    0.89    0.00   -6.59 1.569E+03

  10.540  8.856  1.95    0.85   -5.51    0.69    0.00   -4.83  0.868
   7.743  0.371  4.18    1.00   -7.07    0.81    0.00   -6.26 1.285E+03

  10.540  9.188  2.05    0.79   -5.17    0.63    0.00   -4.54  0.863
   7.589  0.371  4.37    0.93   -6.67    0.75    0.00   -5.92 1.051E+03

  10.540  9.539  2.16    0.74   -4.83    0.58    0.00   -4.25  0.858
   7.427  0.371  4.56    0.87   -6.27    0.69    0.00   -5.58 8.582E+02

  10.540  9.912  2.28    0.70   -4.49    0.53    0.00   -3.96  0.852
   7.257  0.371  4.76    0.82   -5.86    0.63    0.00   -5.23 6.989E+02

  10.540 10.309  2.41    0.66   -4.13    0.49    0.00   -3.64  0.846
   7.076  0.370  4.97    0.77   -5.45    0.58    0.00   -4.86 5.683E+02

  10.540 10.734  2.54    0.63   -3.77    0.45    0.00   -3.32  0.840
   6.886  0.370  5.20    0.74   -5.02    0.54    0.00   -4.48 4.608E+02

  10.540 11.189  2.68    0.60   -3.40    0.42    0.00   -2.98  0.834
   6.686  0.370  5.43    0.71   -4.59    0.50    0.00   -4.08 3.726E+02

  10.540 11.679  2.83    0.59   -3.01    0.40    0.00   -2.62  0.828
   6.475  0.370  5.68    0.69   -4.13    0.47    0.00   -3.66 3.002E+02

  10.540 12.208  2.98    0.58   -2.59    0.37    0.00   -2.22  0.822
   6.252  0.370  5.95    0.67   -3.63    0.45    0.00   -3.19 2.410E+02

  10.540 12.783  3.14    0.58   -2.14    0.36    0.00   -1.78  0.817
   6.017  0.370  6.22    0.67   -3.11    0.43    0.00   -2.68 1.925E+02

  10.540 13.410  3.32    0.58   -1.66    0.35    0.00   -1.31  0.811
   5.769  0.370  6.52    0.67   -2.54    0.41    0.00   -2.12 1.530E+02

  10.540 14.099  3.50    0.60   -1.13    0.34    0.00   -0.79  0.806
   5.507  0.370  6.83    0.69   -1.92    0.41    0.00   -1.51 1.210E+02

  10.540 14.860  3.69    0.63   -0.57    0.34    0.00   -0.23  0.801
   5.231  0.370  7.15    0.72   -1.25    0.41    0.00   -0.84 9.500E+01

  10.540 15.710  3.89    0.67    0.05    0.35    0.00    0.39  0.796
   4.940  0.370  7.50    0.76   -0.53    0.42    0.00   -0.12 7.406E+01

  10.540 16.666  4.10    0.73    0.71    0.36    0.00    1.07  0.792
   4.634  0.370  7.86    0.83    0.25    0.44    0.00    0.68 5.725E+01

  10.540 17.756  4.33    0.81    1.44    0.39    0.00    1.83  0.789
   4.310  0.370  8.24    0.92    1.12    0.47    0.00    1.59 4.386E+01

  10.540 19.014  4.57    0.93    2.26    0.44    0.00    2.69  0.787
   3.969  0.370  8.65    1.05    2.08    0.53    0.00    2.61 3.322E+01

  10.540 20.494  4.81    1.10    3.19    0.52    0.00    3.71  0.787
   3.608  0.370  9.07    1.24    3.19    0.62    0.00    3.81 2.485E+01

  10.540 22.272  5.08    1.34    4.27    0.64    0.00    4.91  0.788
   3.229  0.370  9.52    1.52    4.48    0.77    0.00    5.24 1.826E+01

  10.540 24.472  5.36    1.72    5.59    0.85    0.00    6.44  0.790
   2.828  0.370 10.00    1.96    6.05    1.02    0.00    7.07 1.315E+01

  10.540 27.301  5.65    2.34    7.32    1.25    0.00    8.57  0.796
   2.406  0.370 10.49    2.69    8.12    1.50    0.00    9.61 9.195E+00

  10.540 31.152  5.96    3.48    9.80    2.09    0.00   11.89  0.801
   1.960  0.370 11.02    4.06   11.08    2.51    0.00   13.58 6.166E+00

  10.540 36.876  6.28    5.96   13.96    4.21    0.00   18.17  0.799
   1.490  0.370 11.58    7.15   16.05    5.05    0.00   21.10 3.861E+00

  10.540 46.860  6.63   13.26   23.66   11.15    0.00   34.81  0.759
   0.994  0.370 12.17   16.55   27.62   13.38    0.00   41.01 2.127E+00

  10.540 72.743  7.00   51.65   62.13   51.40    0.03  113.57  0.664
   0.472  0.370 12.78   68.73   72.44   61.47    0.04  133.95 8.313E-01

  10.540  5.916  1.03    2.41  -10.46    2.28    0.00   -8.18  0.955
   9.144  0.392  2.47    2.81  -12.79    2.63    0.00  -10.16 1.220E+04

  10.540  6.102  1.08    2.20  -10.21    2.06    0.00   -8.16  0.943
   9.067  0.392  2.56    2.57  -12.52    2.38    0.00  -10.14 1.032E+04

  10.540  6.295  1.14    2.01   -9.98    1.86    0.00   -8.12  0.933
   8.986  0.392  2.65    2.35  -12.25    2.15    0.00  -10.10 8.711E+03

  10.540  6.496  1.20    1.84   -9.74    1.68    0.00   -8.06  0.923
   8.900  0.391  2.75    2.15  -11.97    1.95    0.00  -10.02 7.326E+03

  10.540  6.706  1.27    1.69   -9.40    1.52    0.00   -7.88  0.915
   8.810  0.391  2.86    1.98  -11.58    1.77    0.00   -9.81 6.132E+03

  10.540  6.925  1.34    1.55   -9.05    1.39    0.00   -7.66  0.911
   8.715  0.391  2.96    1.82  -11.17    1.62    0.00   -9.55 5.113E+03

  10.540  7.153  1.41    1.43   -8.68    1.27    0.00   -7.41  0.907
   8.615  0.391  3.08    1.67  -10.74    1.48    0.00   -9.26 4.247E+03

  10.540  7.392  1.49    1.31   -8.27    1.16    0.00   -7.11  0.903
   8.509  0.391  3.20    1.54  -10.27    1.35    0.00   -8.92 3.516E+03

  10.540  7.642  1.57    1.21   -7.91    1.06    0.00   -6.85  0.899
   8.397  0.391  3.33    1.42   -9.85    1.24    0.00   -8.62 2.904E+03

  10.540  7.905  1.66    1.12   -7.54    0.97    0.00   -6.58  0.895
   8.280  0.391  3.46    1.31   -9.42    1.13    0.00   -8.29 2.393E+03

  10.540  8.180  1.75    1.03   -7.15    0.88    0.00   -6.27  0.890
   8.156  0.391  3.60    1.21   -8.97    1.04    0.00   -7.94 1.967E+03

  10.540  8.470  1.85    0.95   -6.82    0.80    0.00   -6.01  0.885
   8.025  0.391  3.75    1.12   -8.58    0.95    0.00   -7.63 1.615E+03

  10.540  8.775  1.95    0.88   -6.47    0.73    0.00   -5.73  0.879
   7.887  0.391  3.91    1.04   -8.17    0.86    0.00   -7.31 1.324E+03

  10.540  9.097  2.05    0.82   -6.11    0.67    0.00   -5.44  0.874
   7.741  0.391  4.08    0.96   -7.75    0.79    0.00   -6.96 1.083E+03

  10.540  9.438  2.16    0.76   -5.76    0.61    0.00   -5.15  0.868
   7.587  0.391  4.26    0.90   -7.35    0.72    0.00   -6.63 8.842E+02

  10.540  9.798  2.28    0.71   -5.43    0.56    0.00   -4.87  0.861
   7.425  0.391  4.44    0.84   -6.95    0.66    0.00   -6.29 7.209E+02

  10.540 10.182  2.41    0.67   -5.09    0.51    0.00   -4.57  0.855
   7.254  0.391  4.64    0.79   -6.55    0.61    0.00   -5.94 5.866E+02

  10.540 10.590  2.54    0.63   -4.74    0.47    0.00   -4.27  0.848
   7.074  0.391  4.84    0.74   -6.15    0.56    0.00   -5.59 4.763E+02

  10.540 11.026  2.68    0.60   -4.39    0.43    0.00   -3.96  0.841
   6.884  0.390  5.06    0.70   -5.74    0.52    0.00   -5.22 3.858E+02

  10.540 11.494  2.83    0.58   -4.03    0.40    0.00   -3.63  0.834
   6.684  0.391  5.29    0.67   -5.31    0.48    0.00   -4.83 3.116E+02

  10.540 11.998  2.98    0.56   -3.64    0.37    0.00   -3.26  0.828
   6.472  0.390  5.53    0.65   -4.85    0.45    0.00   -4.41 2.510E+02

  10.540 12.542  3.14    0.55   -3.23    0.35    0.00   -2.88  0.821
   6.249  0.390  5.79    0.64   -4.37    0.42    0.00   -3.95 2.013E+02

  10.540 13.133  3.32    0.54   -2.79    0.34    0.00   -2.46  0.814
   6.014  0.390  6.06    0.63   -3.86    0.40    0.00   -3.46 1.608E+02

  10.540 13.777  3.50    0.55   -2.33    0.32    0.00   -2.00  0.808
   5.766  0.390  6.34    0.63   -3.31    0.39    0.00   -2.92 1.278E+02

  10.540 14.486  3.69    0.56   -1.82    0.32    0.00   -1.50  0.802
   5.504  0.390  6.64    0.65   -2.71    0.38    0.00   -2.33 1.010E+02

  10.540 15.269  3.89    0.59   -1.27    0.31    0.00   -0.95  0.797
   5.228  0.390  6.96    0.67   -2.07    0.38    0.00   -1.69 7.931E+01

  10.540 16.143  4.10    0.63   -0.67    0.32    0.00   -0.36  0.791
   4.937  0.390  7.29    0.71   -1.37    0.38    0.00   -0.99 6.182E+01

  10.540 17.126  4.33    0.68   -0.03    0.33    0.00    0.30  0.787
   4.630  0.390  7.64    0.77   -0.61    0.40    0.00   -0.21 4.780E+01

  10.540 18.248  4.56    0.76    0.68    0.36    0.00    1.04  0.784
   4.306  0.390  8.01    0.86    0.23    0.43    0.00    0.66 3.662E+01

  10.540 19.543  4.81    0.87    1.48    0.40    0.00    1.88  0.781
   3.964  0.390  8.41    0.98    1.17    0.48    0.00    1.65 2.774E+01

  10.540 21.067  5.08    1.03    2.38    0.46    0.00    2.84  0.781
   3.604  0.390  8.82    1.16    2.24    0.56    0.00    2.80 2.073E+01

  10.540 22.899  5.36    1.26    3.43    0.57    0.00    4.01  0.782
   3.224  0.390  9.25    1.42    3.49    0.69    0.00    4.18 1.524E+01

  10.540 25.166  5.65    1.61    4.72    0.77    0.00    5.49  0.786
   2.823  0.390  9.71    1.82    5.02    0.92    0.00    5.94 1.097E+01

  10.540 28.085  5.96    2.19    6.39    1.13    0.00    7.52  0.792
   2.400  0.390 10.20    2.51    7.02    1.35    0.00    8.37 7.663E+00

  10.540 32.062  6.29    3.26    8.75    1.91    0.00   10.66  0.801
   1.955  0.390 10.70    3.80    9.83    2.29    0.00   12.11 5.124E+00

  10.540 37.986  6.63    5.64   12.73    3.94    0.00   16.67  0.807
   1.484  0.390 11.25    6.74   14.58    4.73    0.00   19.30 3.204E+00

  10.540 48.363  6.99   12.75   21.99   10.77    0.00   32.77  0.771
   0.988  0.390 11.82   15.87   25.60   12.91    0.00   38.51 1.757E+00

  10.540 75.651  7.37   52.31   61.37   52.90    0.03  114.30  0.673
   0.465  0.390 12.41   69.57   70.78   62.92    0.04  133.74 6.822E-01

  10.540  5.894  1.03    2.63  -11.21    2.72    0.00   -8.49  1.043
   9.212  0.412  2.35    3.06  -13.64    3.09    0.00  -10.54 1.220E+04

  10.540  6.078  1.08    2.40  -11.09    2.44    0.00   -8.65  1.025
   9.139  0.412  2.43    2.80  -13.49    2.78    0.00  -10.70 1.033E+04

  10.540  6.268  1.14    2.19  -10.87    2.19    0.00   -8.69  1.009
   9.062  0.412  2.51    2.56  -13.25    2.51    0.00  -10.74 8.733E+03

  10.540  6.467  1.20    2.00  -10.60    1.96    0.00   -8.64  0.994
   8.981  0.412  2.60    2.33  -12.95    2.26    0.00  -10.69 7.360E+03

  10.540  6.674  1.27    1.82  -10.34    1.76    0.00   -8.58  0.979
   8.895  0.412  2.70    2.13  -12.64    2.03    0.00  -10.61 6.184E+03

  10.540  6.889  1.34    1.66  -10.00    1.58    0.00   -8.41  0.965
   8.804  0.411  2.80    1.94  -12.25    1.83    0.00  -10.42 5.178E+03

  10.540  7.114  1.41    1.53   -9.67    1.43    0.00   -8.24  0.953
   8.709  0.411  2.90    1.79  -11.87    1.66    0.00  -10.21 4.315E+03

  10.540  7.349  1.49    1.40   -9.28    1.29    0.00   -7.99  0.941
   8.608  0.411  3.02    1.64  -11.42    1.50    0.00   -9.92 3.583E+03

  10.540  7.595  1.57    1.29   -8.88    1.17    0.00   -7.71  0.930
   8.502  0.411  3.13    1.51  -10.97    1.36    0.00   -9.60 2.964E+03

  10.540  7.852  1.66    1.19   -8.47    1.06    0.00   -7.41  0.919
   8.390  0.411  3.26    1.39  -10.49    1.23    0.00   -9.25 2.444E+03

  10.540  8.122  1.75    1.09   -8.10    0.96    0.00   -7.15  0.909
   8.272  0.411  3.39    1.28  -10.06    1.12    0.00   -8.94 2.011E+03

  10.540  8.406  1.85    1.01   -7.75    0.87    0.00   -6.88  0.900
   8.148  0.411  3.52    1.18   -9.65    1.02    0.00   -8.63 1.651E+03

  10.540  8.704  1.95    0.93   -7.37    0.79    0.00   -6.57  0.893
   8.016  0.411  3.67    1.09   -9.21    0.93    0.00   -8.28 1.353E+03

  10.540  9.017  2.05    0.86   -7.01    0.72    0.00   -6.29  0.887
   7.878  0.411  3.82    1.01   -8.79    0.85    0.00   -7.95 1.107E+03

  10.540  9.349  2.16    0.80   -6.67    0.65    0.00   -6.02  0.880
   7.732  0.411  3.98    0.93   -8.39    0.77    0.00   -7.62 9.038E+02

  10.540  9.699  2.28    0.74   -6.33    0.60    0.00   -5.74  0.873
   7.578  0.411  4.16    0.87   -8.00    0.70    0.00   -7.30 7.369E+02

  10.540 10.071  2.41    0.69   -5.99    0.54    0.00   -5.45  0.865
   7.415  0.411  4.34    0.81   -7.60    0.64    0.00   -6.95 6.000E+02

  10.540 10.465  2.54    0.65   -5.66    0.50    0.00   -5.16  0.858
   7.244  0.411  4.53    0.76   -7.20    0.59    0.00   -6.62 4.875E+02

  10.540 10.886  2.68    0.61   -5.31    0.45    0.00   -4.86  0.850
   7.063  0.411  4.73    0.71   -6.80    0.54    0.00   -6.26 3.953E+02

  10.540 11.335  2.83    0.58   -4.96    0.42    0.00   -4.54  0.843
   6.872  0.411  4.94    0.67   -6.39    0.49    0.00   -5.89 3.199E+02

  10.540 11.817  2.98    0.55   -4.60    0.38    0.00   -4.22  0.835
   6.671  0.410  5.16    0.64   -5.97    0.46    0.00   -5.51 2.582E+02

  10.540 12.336  3.14    0.53   -4.22    0.36    0.00   -3.87  0.827
   6.459  0.410  5.40    0.62   -5.52    0.42    0.00   -5.10 2.077E+02

  10.540 12.897  3.32    0.52   -3.82    0.33    0.00   -3.49  0.820
   6.235  0.410  5.64    0.61   -5.05    0.40    0.00   -4.65 1.665E+02

  10.540 13.506  3.50    0.52   -3.39    0.32    0.00   -3.08  0.812
   5.999  0.410  5.90    0.60   -4.55    0.38    0.00   -4.17 1.329E+02

  10.540 14.171  3.69    0.52   -2.93    0.30    0.00   -2.63  0.805
   5.750  0.410  6.18    0.60   -4.01    0.36    0.00   -3.65 1.055E+02

  10.540 14.901  3.89    0.54   -2.44    0.29    0.00   -2.14  0.798
   5.487  0.410  6.47    0.61   -3.43    0.35    0.00   -3.08 8.338E+01

  10.540 15.710  4.10    0.56   -1.91    0.29    0.00   -1.61  0.792
   5.211  0.410  6.78    0.64   -2.81    0.35    0.00   -2.46 6.540E+01

  10.540 16.613  4.33    0.59   -1.32    0.30    0.00   -1.02  0.787
   4.918  0.410  7.10    0.67   -2.12    0.35    0.00   -1.76 5.099E+01

  10.540 17.630  4.56    0.65   -0.68    0.31    0.00   -0.38  0.782
   4.610  0.410  7.44    0.73   -1.37    0.37    0.00   -1.01 3.940E+01

  10.540 18.790  4.81    0.72    0.01    0.33    0.00    0.34  0.778
   4.285  0.410  7.80    0.81   -0.55    0.39    0.00   -0.16 3.016E+01

  10.540 20.132  5.08    0.82    0.79    0.36    0.00    1.15  0.775
   3.943  0.410  8.18    0.93    0.36    0.44    0.00    0.80 2.281E+01

  10.540 21.712  5.36    0.97    1.67    0.43    0.00    2.10  0.775
   3.581  0.410  8.58    1.09    1.41    0.51    0.00    1.92 1.704E+01

  10.540 23.615  5.65    1.19    2.71    0.53    0.00    3.24  0.776
   3.200  0.410  9.01    1.34    2.64    0.63    0.00    3.27 1.250E+01

  10.540 25.976  5.96    1.53    3.97    0.71    0.00    4.68  0.781
   2.798  0.410  9.45    1.73    4.14    0.84    0.00    4.99 8.974E+00

  10.540 29.025  6.29    2.09    5.61    1.05    0.00    6.66  0.788
   2.374  0.410  9.92    2.39    6.09    1.26    0.00    7.35 6.249E+00

  10.540 33.199  6.63    3.15    7.96    1.81    0.00    9.77  0.800
   1.926  0.410 10.42    3.66    8.88    2.17    0.00   11.05 4.168E+00

  10.540 39.467  6.99    5.53   11.85    3.85    0.00   15.70  0.812
   1.455  0.410 10.94    6.59   13.52    4.61    0.00   18.13 2.582E+00

  10.540 50.622  7.37   12.96   21.22   11.13    0.00   32.35  0.779
   0.957  0.410 11.49   16.14   24.62   13.33    0.00   37.95 1.397E+00

  10.540 81.612  7.78   58.87   65.51   61.06    0.03  126.60  0.675
   0.432  0.410 12.07   78.55   72.66   71.36    0.04  144.06 5.198E-01

  10.540  5.874  1.03    2.87  -12.13    3.30    0.00   -8.83  1.158
   9.274  0.432  2.23    3.34  -14.63    3.70    0.00  -10.93 1.217E+04

  10.540  6.056  1.08    2.62  -11.98    2.95    0.00   -9.03  1.132
   9.204  0.432  2.30    3.05  -14.46    3.32    0.00  -11.14 1.029E+04

  10.540  6.245  1.14    2.40  -11.72    2.64    0.00   -9.08  1.110
   9.131  0.432  2.38    2.79  -14.18    2.98    0.00  -11.20 8.691E+03

  10.540  6.441  1.20    2.18  -11.50    2.35    0.00   -9.15  1.087
   9.053  0.432  2.47    2.54  -13.93    2.66    0.00  -11.27 7.340E+03

  10.540  6.645  1.27    1.99  -11.23    2.10    0.00   -9.13  1.068
   8.972  0.432  2.55    2.32  -13.63    2.39    0.00  -11.24 6.178E+03

  10.540  6.858  1.34    1.81  -10.93    1.87    0.00   -9.06  1.047
   8.885  0.431  2.65    2.11  -13.29    2.13    0.00  -11.16 5.188E+03

  10.540  7.080  1.41    1.65  -10.59    1.67    0.00   -8.92  1.029
   8.794  0.431  2.74    1.93  -12.91    1.91    0.00  -10.99 4.340E+03

  10.540  7.311  1.49    1.51  -10.22    1.50    0.00   -8.72  1.011
   8.698  0.431  2.85    1.76  -12.49    1.72    0.00  -10.77 3.614E+03

  10.540  7.553  1.57    1.38   -9.86    1.35    0.00   -8.52  0.995
   8.597  0.431  2.95    1.62  -12.07    1.55    0.00  -10.52 2.998E+03

  10.540  7.806  1.66    1.27   -9.44    1.21    0.00   -8.23  0.980
   8.491  0.431  3.07    1.48  -11.60    1.40    0.00  -10.20 2.476E+03

  10.540  8.071  1.75    1.16   -9.07    1.09    0.00   -7.98  0.964
   8.378  0.431  3.19    1.36  -11.17    1.26    0.00   -9.90 2.040E+03

  10.540  8.349  1.84    1.07   -8.66    0.98    0.00   -7.68  0.949
   8.259  0.431  3.32    1.25  -10.69    1.14    0.00   -9.55 1.676E+03

  10.540  8.640  1.95    0.98   -8.28    0.88    0.00   -7.39  0.936
   8.134  0.431  3.45    1.15  -10.25    1.03    0.00   -9.22 1.374E+03

  10.540  8.947  2.05    0.91   -7.92    0.80    0.00   -7.13  0.922
   8.002  0.431  3.59    1.06   -9.84    0.93    0.00   -8.90 1.124E+03

  10.540  9.270  2.16    0.84   -7.56    0.72    0.00   -6.84  0.910
   7.863  0.431  3.74    0.98   -9.41    0.84    0.00   -8.57 9.177E+02

  10.540  9.612  2.28    0.78   -7.21    0.65    0.00   -6.56  0.897
   7.716  0.431  3.90    0.91   -9.00    0.76    0.00   -8.24 7.482E+02

  10.540  9.973  2.41    0.72   -6.85    0.59    0.00   -6.27  0.885
   7.561  0.431  4.06    0.84   -8.59    0.69    0.00   -7.90 6.091E+02

  10.540 10.356  2.54    0.67   -6.51    0.53    0.00   -5.98  0.874
   7.397  0.431  4.24    0.78   -8.19    0.63    0.00   -7.56 4.951E+02

  10.540 10.763  2.68    0.63   -6.17    0.48    0.00   -5.69  0.863
   7.225  0.431  4.42    0.73   -7.80    0.57    0.00   -7.23 4.016E+02

  10.540 11.196  2.83    0.59   -5.84    0.44    0.00   -5.40  0.854
   7.043  0.431  4.62    0.69   -7.40    0.52    0.00   -6.89 3.253E+02

  10.540 11.660  2.98    0.56   -5.49    0.40    0.00   -5.09  0.845
   6.851  0.431  4.82    0.65   -6.99    0.48    0.00   -6.52 2.629E+02

  10.540 12.158  3.14    0.53   -5.13    0.37    0.00   -4.76  0.837
   6.649  0.431  5.04    0.62   -6.58    0.44    0.00   -6.14 2.118E+02

  10.540 12.693  3.32    0.51   -4.76    0.34    0.00   -4.42  0.828
   6.436  0.431  5.27    0.60   -6.15    0.41    0.00   -5.74 1.702E+02

  10.540 13.273  3.50    0.50   -4.37    0.32    0.00   -4.05  0.818
